Date,Close,50_day_MA
2021-02-17,117.77999877929688,113.9222004699707
2021-02-18,118.33000183105469,114.00180053710938
2021-02-19,119.62999725341797,114.09440048217773
2021-02-22,120.73999786376953,114.23760040283203
2021-02-23,126.5,114.51760040283203
2021-02-24,127.0999984741211,114.85920043945312
2021-02-25,129.52999877929688,115.24180038452148
2021-02-26,125.69999694824219,115.55820037841796
2021-03-01,123.79000091552734,115.80100036621094
2021-03-02,124.7300033569336,116.07420043945312
2021-03-03,123.37999725341797,116.25840042114258
2021-03-04,122.0199966430664,116.44900039672852
2021-03-05,123.80000305175781,116.6406004333496
2021-03-08,126.61000061035156,116.86900039672851
2021-03-09,127.7300033569336,117.1670004272461
2021-03-10,129.07000732421875,117.4606005859375
2021-03-11,129.35000610351562,117.77160064697266
2021-03-12,131.7100067138672,118.12960083007812
2021-03-15,133.50999450683594,118.50560073852539
2021-03-16,133.9499969482422,118.8674006652832
2021-03-17,131.33999633789062,119.28840057373047
2021-03-18,132.10000610351562,119.75280075073242
2021-03-19,126.3499984741211,120.1056007385254
2021-03-22,128.16000366210938,120.48940078735352
2021-03-23,130.39999389648438,120.85640060424805
2021-03-24,130.97000122070312,121.2488006591797
2021-03-25,131.0,121.63080062866212
2021-03-26,132.58999633789062,122.04540054321289
2021-03-29,133.1999969482422,122.5038005065918
2021-03-30,133.0,122.92020050048828
2021-03-31,132.5500030517578,123.33800048828125
2021-04-01,135.4499969482422,123.75080047607422
2021-04-05,135.00999450683594,124.15720031738282
2021-04-06,137.16000366210938,124.59220031738282
2021-04-07,137.60000610351562,125.02520050048828
2021-04-08,137.5800018310547,125.4372004699707
2021-04-09,138.3800048828125,125.90240051269531
2021-04-12,139.27000427246094,126.42220062255859
2021-04-13,141.14999389648438,126.96940048217773
2021-04-14,139.02999877929688,127.41760040283204
2021-04-15,142.17999267578125,127.91880020141602
2021-04-16,142.61000061035156,128.45080017089845
2021-04-19,143.92999267578125,128.99059997558595
2021-04-20,146.38999938964844,129.58599990844726
2021-04-21,146.3800048828125,130.17
2021-04-22,147.0,130.71699996948243
2021-04-23,147.5399932861328,131.3015998840332
2021-04-26,146.58999633789062,131.87879974365234
2021-04-27,147.25999450683594,132.4863996887207
2021-04-28,146.5800018310547,133.07419967651367
2021-04-29,146.82000732421875,133.6549998474121
2021-04-30,148.69000244140625,134.26219985961913
2021-05-03,145.6199951171875,134.78199981689454
2021-05-04,148.24000549316406,135.3319999694824
2021-05-05,145.85000610351562,135.71900009155274
2021-05-06,145.55999755859375,136.08820007324218
2021-05-07,147.24000549316406,136.44240020751954
2021-05-10,147.83999633789062,136.8852001953125
2021-05-11,145.10000610351562,137.31140029907226
2021-05-12,141.8000030517578,137.65280029296875
2021-05-13,144.99000549316406,138.08500045776367
2021-05-14,144.6300048828125,138.5372006225586
2021-05-17,145.61000061035156,138.97340057373046
2021-05-18,145.25,139.34620056152343
2021-05-19,144.92999267578125,139.6902003479004
2021-05-20,146.0399932861328,140.02960006713866
2021-05-21,145.8300018310547,140.35919998168944
2021-05-24,146.91000366210938,140.6631999206543
2021-05-25,147.77000427246094,140.9484001159668
2021-05-26,147.2899932861328,141.2152000427246
2021-05-27,147.3000030517578,141.53440017700194
2021-05-28,149.80999755859375,141.8886000061035
2021-06-01,152.00999450683594,142.4017999267578
2021-06-02,154.0,142.91859985351562
2021-06-03,153.77999877929688,143.38619995117188
2021-06-04,154.1699981689453,143.8501998901367
2021-06-07,156.5800018310547,144.3617999267578
2021-06-08,158.50999450683594,144.8801998901367
2021-06-09,158.57000732421875,145.38760009765625
2021-06-10,159.16000366210938,145.91080017089843
2021-06-11,159.4499969482422,146.44880004882813
2021-06-14,159.94000244140625,146.9386001586914
2021-06-15,159.97999572753906,147.43800018310546
2021-06-16,159.52999877929688,147.88540008544922
2021-06-17,161.36000061035156,148.36059997558593
2021-06-18,159.41000366210938,148.79720001220704
2021-06-21,163.66000366210938,149.30279998779298
2021-06-22,162.92999267578125,149.77599975585937
2021-06-23,164.77999877929688,150.24859985351563
2021-06-24,163.72999572753906,150.74259979248046
2021-06-25,166.38999938964844,151.22679992675782
2021-06-28,165.58999633789062,151.6863998413086
2021-06-29,164.6300048828125,152.10040008544922
2021-06-30,163.82000732421875,152.44900024414062
2021-07-01,164.91000366210938,152.81960021972657
2021-07-02,166.86000061035156,153.2168002319336
2021-07-06,170.83999633789062,153.68280029296875
2021-07-07,171.5,154.18100036621092
2021-07-08,169.52000427246094,154.62620056152343
2021-07-09,173.19000244140625,155.15840057373046
2021-07-12,174.67999267578125,155.71560028076172
2021-07-13,171.58999633789062,156.1736001586914
2021-07-14,172.36000061035156,156.7084002685547
2021-07-15,172.72999572753906,157.1982000732422
2021-07-16,171.94000244140625,157.72
2021-07-19,168.47999572753906,158.1783999633789
2021-07-20,170.64999389648438,158.64659973144532
2021-07-21,167.4499969482422,159.03879974365233
2021-07-22,168.77000427246094,159.51219970703124
2021-07-23,171.41000366210938,160.10439971923827
2021-07-26,170.75999450683594,160.6197994995117
2021-07-27,171.8000030517578,161.16319946289062
2021-07-28,172.57000732421875,161.70239959716798
2021-07-29,173.74000549316406,162.27219970703126
2021-07-30,174.13999938964844,162.8563998413086
2021-08-02,175.2899932861328,163.4413998413086
2021-08-03,176.5500030517578,164.05579986572266
2021-08-04,175.72999572753906,164.63219970703125
2021-08-05,175.85000610351562,165.19379974365233
2021-08-06,175.50999450683594,165.75819976806642
2021-08-09,175.33999633789062,166.31899963378908
2021-08-10,173.64999389648438,166.79579956054687
2021-08-11,173.4199981689453,167.22399963378905
2021-08-12,174.66000366210938,167.63719970703124
2021-08-13,175.67999267578125,168.07519958496093
2021-08-16,175.3000030517578,168.4977996826172
2021-08-17,176.3800048828125,168.89379974365235
2021-08-18,174.47000122070312,169.2129998779297
2021-08-19,176.5,169.5715997314453
2021-08-20,177.55999755859375,169.939599609375
2021-08-23,177.39999389648438,170.29859954833984
2021-08-24,177.8000030517578,170.65579956054688
2021-08-25,180.22999572753906,171.06079956054688
2021-08-26,181.5,171.50019958496094
2021-08-27,183.4499969482422,171.94199951171876
2021-08-30,185.64999389648438,172.46679931640625
2021-08-31,186.91000366210938,172.93179931640626
2021-09-01,189.77999877929688,173.46879943847657
2021-09-02,191.61000061035156,174.00539947509765
2021-09-03,193.7100067138672,174.60499969482422
2021-09-07,190.89999389648438,175.09519958496094
2021-09-08,192.39999389648438,175.63139953613282
2021-09-09,187.13999938964844,176.08159942626952
2021-09-10,187.0500030517578,176.54619934082032
2021-09-13,186.4499969482422,176.97699920654296
2021-09-14,183.55999755859375,177.31099914550782
2021-09-15,184.13999938964844,177.57699920654298
2021-09-16,182.94000244140625,177.80579925537108
2021-09-17,180.11000061035156,178.01759918212892
2021-09-20,180.1699981689453,178.15719909667968
2021-09-21,179.74000549316406,178.25839935302736
2021-09-22,179.17999267578125,178.41019927978516
2021-09-23,177.1999969482422,178.50699920654296
2021-09-24,172.61000061035156,178.50459930419922
2021-09-27,169.47999572753906,178.45539916992186
2021-09-28,171.33999633789062,178.5125991821289
2021-09-29,172.00999450683594,178.53979919433593
2021-09-30,167.99000549316406,178.55059936523438
2021-10-01,168.94000244140625,178.5539993286133
2021-10-04,168.3000030517578,178.49179931640626
2021-10-05,167.88999938964844,178.4343994140625
2021-10-06,170.52999877929688,178.40899932861328
2021-10-07,172.42999267578125,178.40619903564453
2021-10-08,171.07000732421875,178.3527990722656
2021-10-11,172.3800048828125,178.3175991821289
2021-10-12,176.66000366210938,178.34499938964845
2021-10-13,179.75999450683594,178.40919921875
2021-10-14,183.6999969482422,178.56859924316407
2021-10-15,182.97000122070312,178.7109991455078
2021-10-18,184.1699981689453,178.88419921875
2021-10-19,183.4600067138672,179.04659942626952
2021-10-20,184.99000549316406,179.27339965820312
2021-10-21,185.1199951171875,179.50739959716796
2021-10-22,185.92999267578125,179.7327993774414
2021-10-25,188.47000122070312,179.98859954833983
2021-10-26,187.27999877929688,180.22819946289061
2021-10-27,183.86000061035156,180.37779937744142
2021-10-28,193.60000610351562,180.76039947509764
2021-10-29,197.3699951171875,181.1777993774414
2021-11-01,197.0800018310547,181.56819946289062
2021-11-02,202.0399932861328,182.0609994506836
2021-11-03,199.4199981689453,182.49339935302734
2021-11-04,198.8800048828125,182.8663995361328
2021-11-05,194.60000610351562,183.12839965820314
2021-11-08,197.42999267578125,183.4079995727539
2021-11-09,197.7100067138672,183.64919982910158
2021-11-10,197.14999389648438,183.85399963378907
2021-11-11,198.38999938964844,184.0261996459961
2021-11-12,197.9600067138672,184.1531997680664
2021-11-15,199.92999267578125,184.27759948730468
2021-11-16,198.77999877929688,184.43519958496094
2021-11-17,201.27000427246094,184.61259979248047
2021-11-18,203.30999755859375,184.93599975585937
2021-11-19,202.16000366210938,185.2381997680664
2021-11-22,199.89999389648438,185.50719970703125
2021-11-23,200.38999938964844,185.84379974365234
2021-11-24,204.32000732421875,186.24739990234374
2021-11-26,198.7899932861328,186.56439971923828
2021-11-29,203.0500030517578,187.0231997680664
2021-11-30,200.0,187.4197998046875
2021-12-01,199.5399932861328,187.81579956054688
2021-12-02,205.41000366210938,188.34039978027343
2021-12-03,201.47999572753906,188.82599975585939
2021-12-06,205.19000244140625,189.47759979248048
2021-12-07,208.6999969482422,190.26199981689453
2021-12-08,209.36000061035156,191.02239990234375
2021-12-09,205.52000427246094,191.69260009765625
2021-12-10,208.7100067138672,192.5070001220703
2021-12-13,212.85000610351562,193.3852001953125
