Date,Close,50_day_MA
2024-04-30,175.0,178.11380004882812
2024-05-01,179.0,178.35220001220702
2024-05-02,184.72000122070312,178.67480010986327
2024-05-03,186.2100067138672,178.90740020751954
2024-05-06,188.6999969482422,179.1816000366211
2024-05-07,188.75999450683594,179.46220001220703
2024-05-08,188.0,179.75140014648437
2024-05-09,189.5,180.0782000732422
2024-05-10,187.47999572753906,180.29260009765625
2024-05-13,186.57000732421875,180.45960021972655
2024-05-14,187.07000732421875,180.64940032958984
2024-05-15,185.99000549316406,180.88680053710937
2024-05-16,183.6300048828125,181.0892007446289
2024-05-17,184.6999969482422,181.24680053710938
2024-05-20,183.5399932861328,181.4106002807617
2024-05-21,183.14999389648438,181.63440002441405
2024-05-22,183.1300048828125,181.78920013427734
2024-05-23,181.0500030517578,181.87900024414063
2024-05-24,180.75,181.91900024414062
2024-05-28,182.14999389648438,182.07360015869142
2024-05-29,182.02000427246094,182.22440032958986
2024-05-30,179.32000732421875,182.29280059814454
2024-05-31,176.44000244140625,182.25860076904297
2024-06-03,178.33999633789062,182.26240081787108
2024-06-04,179.33999633789062,182.27180084228516
2024-06-05,181.27999877929688,182.30320068359376
2024-06-06,185.0,182.4372006225586
2024-06-07,184.3000030517578,182.52660064697267
2024-06-10,187.05999755859375,182.6602005004883
2024-06-11,187.22999572753906,182.785400390625
2024-06-12,186.88999938964844,182.90940032958986
2024-06-13,183.8300018310547,182.93780029296875
2024-06-14,183.66000366210938,183.01100036621094
2024-06-17,184.05999755859375,182.99080017089844
2024-06-18,182.80999755859375,182.9432000732422
2024-06-20,186.10000610351562,182.9518002319336
2024-06-21,189.0800018310547,183.01440032958985
2024-06-24,185.57000732421875,182.94480041503905
2024-06-25,186.33999633789062,182.94900024414062
2024-06-26,193.61000061035156,183.1488003540039
2024-06-27,197.85000610351562,183.43940032958983
2024-06-28,193.25,183.6788003540039
2024-07-01,197.1999969482422,184.03840026855468
